Serial Number,Published At,Comment
685,2023-01-25T22:15:26Z,It’s the filth that’s a constant
686,2023-01-25T20:56:46Z,Nature ... is pretty big tho eh? ...
687,2023-01-25T20:47:20Z,It sucks the filthy scammers have left such a black eye on India
688,2023-01-25T20:33:42Z,"To be fair, the fact that the graph starts at &quot;unhealthy&quot; makes it a bit dubious."
689,2023-01-25T20:31:50Z,India looks expensive to live in but also too trashy to live in
690,2023-01-25T20:12:17Z,Still looks foggy af in the clean air months.
691,2023-01-25T20:03:46Z,Still garbage air should never be that dirty.   Sure it ain&#39;t during the entire year but that fact it&#39;s like that 1 month of every year is horrible and nasty
692,2023-01-25T19:53:19Z,That air still looks dirty. Then again most cities look to have dirty air to me. That isn&#39;t even counting the smell of stale air that permeates cities and the surrounding areas. Even large towns suffer a little most of the time.
693,2023-01-25T19:12:19Z,Yeah because no one cares about your country lol
694,2023-01-25T18:55:03Z,"Love you, man. Early on I thought you would be the type of traveller who pumps India just for the viewership. But you stayed and did more for the country than many of us do."
695,2023-01-25T18:48:02Z,India is beautiful
696,2023-01-25T18:15:15Z,Outside of the what cities???
697,2023-01-25T18:11:29Z,this is literally the first time im seeing what india really looks like
698,2023-01-25T17:53:23Z,It&#39;s time to visit Uttrakhand
699,2023-01-25T17:52:20Z,"they dont, infact they show india as a slum, which btw, WE ARE NOT. they just want to say &quot;yea west is rich you are SO POOOOR give up trying, or you will end up like africa&quot; (africa still has more recources than the west)"
700,2023-01-25T17:45:31Z,Yeah but you just showed that the average air quality is unhealthy 12 months a year
701,2023-01-25T17:17:25Z,It&#39;s like the entire western news hate India for some reason
702,2023-01-25T16:55:18Z,Maybe they do not report on the other times because that is how it is supposed to be at all times?  You do not see the news reporting on how clear the skies are in rural Indiana!  It should not be a hazard to your health in any region at any time of year.
703,2023-01-25T16:43:43Z,Uttarakhand  the heaven itself
704,2023-01-25T16:42:49Z,"this guy found out exactly what Indians want to hear and made a living out of it, no matter how ridiculous it is"
705,2023-01-25T16:42:08Z,Make a video about all the thrash
706,2023-01-25T16:40:03Z,India has streets for open defecation
707,2023-01-25T16:37:54Z,wait till those mofos come to himachal
708,2023-01-25T16:30:34Z,Glad Chhattisgarh is also not polluted like that.
709,2023-01-25T16:16:47Z,India not is only has worst air pollution but also very dirty in mostly of its cities.
710,2023-01-25T16:14:39Z,INDIA WOOOO
711,2023-01-25T16:02:12Z,Thanks sir to show the real image of india
712,2023-01-25T15:50:43Z,the fact that the taj mahal literally went 90% visibility during the early pandemic just says something
713,2023-01-25T15:41:50Z,"Its not news when there is clean air, because clean is the norm in all habitable places by default. They report when there is lack of it. Its like you saying well in US majority schools don&#39;t have school shooting but the news doesn&#39;t show you that."
714,2023-01-25T15:41:19Z,"Bangladesh looks like that, and I have proof"
715,2023-01-25T15:27:20Z,Depends on the news u watch
716,2023-01-25T15:21:33Z,I’m in Mumbai not in North India and I saw poor visibility back from September till now. So much for a couple of months. Plus even couple months of horrendous AQI is really bad for health. Even in moderate AQI it is recommended to wear a mask.
717,2023-01-25T15:10:55Z,That country is smelly discusting. Too many of them come to Canada and bring all sorts of diseases and viruses. Punjabs are responsible for bringing Delta variant to Canada 2 years ago!!!!
718,2023-01-25T15:03:47Z,I&#39;m originally from kolkata and I wish the news did show This side. They made it illegal to publish information on air quality and its getting pretty dangerous.
719,2023-01-25T14:51:09Z,Yeah it&#39;s a massive call conspiracy /s
720,2023-01-25T14:47:13Z,What about the water?
721,2023-01-25T14:46:59Z,As an Indian. This is correct. While some cities are extremely polluted and the air is hazardous. Reaching an average AQI of 350. Other cities and villages have clean air. But where air is polluted it is extremely bad.
722,2023-01-25T14:27:02Z,also china
723,2023-01-25T14:08:44Z,Proudly Indian
724,2023-01-25T13:47:33Z,South India has some air pollution but not much
725,2023-01-25T13:39:34Z,I&#39;m from Chhattisgarh Jay johar
726,2023-01-25T13:28:46Z,Poverty porn! Ever heard about that?
727,2023-01-25T13:26:56Z,THE FACT IT LOOKS LIKE THAT AT ALL MEANS ITS TIME TO MOVE!!!
728,2023-01-25T13:17:55Z,goa and the very nouthern and southern regions are the most beautiful
729,2023-01-25T13:08:47Z,Well i wasn&#39;t expecting cg in the short but  it&#39;s nice to see my state getting recognised
730,2023-01-25T13:04:07Z,Please visit kerela the monsoons here are  a thing of beauty
731,2023-01-25T12:45:48Z,"It&#39;s not about news media showing about it specifically. I am a student in University here in the city and I belong from outside. For a major part of year, atleast 5 months, the air in Delhi remains like that. And yes, it is an important issue. Even when it looks clear as in latter drone shots, AQI is nowhere below 200 anytime in year in Delhi."
732,2023-01-25T12:38:27Z,nobody:Actually nobodyI&#39;m serious nobody:nobody here:Nobody on this plane of existence:&quot;iNdIa LoOkS lIkE a SmOkErS lUnGs&quot; -
733,2023-01-25T12:11:43Z,So without the smog it looks worse. Got it
734,2023-01-25T12:01:31Z,thanks Karl
735,2023-01-25T11:54:01Z,Indians: &quot;they think we have polluted air &quot;Arabs: &quot;Can we swap roles?&quot;
736,2023-01-25T11:50:33Z,It’s almost like the news wasn’t trying to film a travel brochure for India but rather was trying to highlight something potentially dangerous and that might need to be looked into more. Everybody is so pretentious now
737,2023-01-25T11:32:21Z,The air has never been cleaner. Since the 1950&#39;s governments have brought in Clean Air Acts.
738,2023-01-25T11:31:44Z,it’s still a problem though
739,2023-01-25T11:27:31Z,"I was in India on March 2019 visiting Delhi, Jaipur and Agra. And all those cities were envelopes by fog for so bad. Can&#39;t take proper picture on tourist sites without fog in the background"
740,2023-01-25T10:53:48Z,Thanks for showing me this. Was keeping me awake at night.
741,2023-01-25T10:41:41Z,This video was incomplete without Uttarakhand....thanks for showing it. Thanks Karl
742,2023-01-25T10:37:23Z,Proud of you man
743,2023-01-25T10:32:28Z,Bro you forgot to mention Northeast
744,2023-01-25T10:25:02Z,Thank you Karl for what you have contributed.
745,2023-01-25T09:41:42Z,Uttarakhand  Land of Gods
746,2023-01-25T09:25:45Z,"great place to visit, just watch where you step!"
747,2023-01-25T09:16:43Z,Sometimes there is just fog in the air and people took it as air pollution
748,2023-01-25T09:10:42Z,Yet the problem is humans breathing air and causing the emissions going higher....lol..look at all these factories around the world
749,2023-01-25T09:10:24Z,My hometown muzaffarpur looks awesome all the time....
750,2023-01-25T08:25:56Z,Honestly there&#39;s a few places in CANADA that the sky is yellow with pollution. Hamilton Ontario especially.
751,2023-01-25T08:15:59Z,Any metro cities has very serious problem of pollution because of development
752,2023-01-25T07:02:17Z,yeah all that news that is happening in regional india all the time who would have thought
753,2023-01-25T06:57:39Z,Why would the news show you that side? THERE SHOULDN&#39;T BE SMOG LIKE THAT AT ANY POINT OF THE YEAR. The fact that you think it&#39;s acceptable means you&#39;re too far gone and are actually hopeless.
754,2023-01-25T06:20:22Z,"damn thus guy is just determined to break india&#39;s stereotypes, appreciate it a lot"
755,2023-01-25T05:58:32Z,Hope you are back to india
756,2023-01-25T05:44:06Z,Delhi looks like that all year round
757,2023-01-25T05:37:50Z,Kerala is very beautiful bro
758,2023-01-25T05:17:38Z,Pollution is a national issue of india. India needs educated PM who can acknowledge this fact.
759,2023-01-25T05:16:11Z,"Don&#39;t worry about the warnings, just because it&#39;s sometimes deadly to be here, it&#39;s still cool."
760,2023-01-25T05:03:45Z,Because ur not supposed to have that at all
761,2023-01-25T05:00:44Z,The air is still filthy.
762,2023-01-25T04:59:54Z,The Urban/Metro cities are very polluted in India
763,2023-01-25T04:49:48Z,"India is still heavily polluted, that’s a fact."
764,2023-01-25T04:00:55Z,why? The reason - only bad things need to be solved
765,2023-01-25T00:53:26Z,"Not only india , same in Nepal"
766,2023-01-24T20:19:38Z,bro know the power of putting India in the title
767,2023-01-24T19:39:19Z,Sell Pakistan so  we can feed you
768,2023-01-24T19:01:50Z,"Oh really ? Media there show India like that? Well as an Indian, I can confirm  the reality is very different. Also, the unclear vision is not because of air pollution, rather because of fog in cond areas."
769,2023-01-24T18:31:04Z,news busy in Hindu Muslims.
770,2023-01-24T16:32:30Z,India has pretty much good air all the year.
771,2023-01-24T13:50:53Z,"karl rock, bro, keep on. we r proud of having a son in law like you."
772,2023-01-24T13:49:38Z,"Why should the news show the normal things? Clean air is abundant on planet earth, it&#39;s the human interventions that make it polluted and India is an example for that"
773,2023-01-24T13:32:34Z,India is a beautiful place i wanna visit one day...
774,2023-01-24T13:15:08Z,Yea you are right
775,2023-01-24T11:50:51Z,Just come to the Golf course Road in gurgaon and you&#39;ll forget that you&#39;re in india
776,2023-01-24T11:40:57Z,That&#39;s Right
777,2023-01-24T11:03:09Z,"But still it’s unhealthy to live here though, we should not ignore our problems"
778,2023-01-24T09:44:25Z,Northeastern States
779,2023-01-24T08:23:14Z,Yeah my india is awesome
780,2023-01-24T08:19:05Z,"In Macedonia during the winter it&#39;s very polluted because some people still use wood heaters, but during the summer the air is very clean."
781,2023-01-24T08:11:18Z,But here in Kolkata always air looks like this hazy
782,2023-01-24T07:40:28Z,to Karl from India
783,2023-01-24T07:05:55Z,So South india is a different nation?
